empresa,producto,sentimiento,comentario,fecha_hora,clean_comentario,texto_limpio,score_sentimiento,hora,hora_redondeada
Apple,MacBook Air,neutral,"MacBook Air no sirve para nada, Apple debería hacer recall ya.",2025-04-19 07:00:00,macbook air no sirve para nada apple debera hacer recall ya,macbook air sirve para nada apple debera hacer recall ya,0.0,2025-04-19T07:00:00.000000,2025-04-19T07:00:00.000000
Tesla,Model 3,positivo,"Model 3 me ha cambiado la vida. Gracias, Tesla. ❤️",2025-04-20 05:00:00,model 3 me ha cambiado la vida gracias tesla,model ha cambiado la vida gracias tesla,0.34,2025-04-20T05:00:00.000000,2025-04-20T05:00:00.000000
Tesla,Autopilot,neutral,Otro día más batallando con Autopilot de Tesla.,2025-04-19 07:00:00,otro da ms batallando con autopilot de tesla,otro da ms batallando con autopilot de tesla,0.0,2025-04-19T07:00:00.000000,2025-04-19T07:00:00.000000
Tesla,Model 3,neutral,El Model 3 de Tesla no vale lo que cuesta. 😡,2025-04-18 05:00:00,el model 3 de tesla no vale lo que cuesta,el model de tesla vale lo que cuesta,0.0,2025-04-18T05:00:00.000000,2025-04-18T05:00:00.000000
Binance,Earn Program,neutral,"Interesante propuesta con Earn Program de Binance, veremos cómo evoluciona.",2025-04-18 19:00:00,interesante propuesta con earn program de binance veremos cmo evoluciona,interesante propuesta con earn program de binance veremos cmo evoluciona,0.0,2025-04-18T19:00:00.000000,2025-04-18T19:00:00.000000
Nike,Jordan Retro,neutral,Muy satisfecho con Jordan Retro de Nike. No esperaba menos.,2025-04-15 13:00:00,muy satisfecho con jordan retro de nike no esperaba menos,muy satisfecho con jordan retro de nike esperaba menos,0.0,2025-04-15T13:00:00.000000,2025-04-15T13:00:00.000000
Apple,MacBook Air,neutral,Nunca volveré a comprar un MacBook Air de Apple. Estafa total.,2025-04-19 14:00:00,nunca volver a comprar un macbook air de apple estafa total,nunca volver comprar un macbook air de apple estafa total,0.0,2025-04-19T14:00:00.000000,2025-04-19T14:00:00.000000
Nvidia,DLSS 3.5,neutral,Probando el DLSS 3.5 de Nvidia. Aún no sé qué pensar.,2025-04-16 17:00:00,probando el dlss 35 de nvidia an no s qu pensar,probando el dlss de nvidia s qu pensar,0.0,2025-04-16T17:00:00.000000,2025-04-16T17:00:00.000000
Coinbase,Coinbase Pro,negativo,"Coinbase se la rifó con el Coinbase Pro, está brutal 😍",2025-04-17 23:00:00,coinbase se la rif con el coinbase pro est brutal,coinbase se la rif con el coinbase pro est brutal,-0.6249,2025-04-17T23:00:00.000000,2025-04-17T23:00:00.000000
Coinbase,Coinbase Pro,neutral,"Coinbase, ¿qué les pasó con el Coinbase Pro? Está lleno de fallas. 😤",2025-04-16 01:00:00,coinbase qu les pas con el coinbase pro est lleno de fallas,coinbase qu les pas con el coinbase pro est lleno de fallas,0.0,2025-04-16T01:00:00.000000,2025-04-16T01:00:00.000000
Tesla,Autopilot,neutral,"Interesante propuesta con Autopilot de Tesla, veremos cómo evoluciona.",2025-04-17 15:00:00,interesante propuesta con autopilot de tesla veremos cmo evoluciona,interesante propuesta con autopilot de tesla veremos cmo evoluciona,0.0,2025-04-17T15:00:00.000000,2025-04-17T15:00:00.000000
Nvidia,GeForce NOW,neutral,No puedo creer lo bien que funciona el GeForce NOW de Nvidia. Recomendado. 💯,2025-04-16 02:00:00,no puedo creer lo bien que funciona el geforce now de nvidia recomendado,puedo creer lo bien que funciona el geforce de nvidia recomendado,0.0,2025-04-16T02:00:00.000000,2025-04-16T02:00:00.000000
Apple,iOS 18,positivo,"iOS 18 me ha cambiado la vida. Gracias, Apple. ❤️",2025-04-18 20:00:00,ios 18 me ha cambiado la vida gracias apple,ios ha cambiado la vida gracias apple,0.34,2025-04-18T20:00:00.000000,2025-04-18T20:00:00.000000
Nike,Nike Run Club,neutral,No puedo creer lo bien que funciona el Nike Run Club de Nike. Recomendado. 💯,2025-04-18 06:00:00,no puedo creer lo bien que funciona el nike run club de nike recomendado,puedo creer lo bien que funciona el nike run club de nike recomendado,0.0,2025-04-18T06:00:00.000000,2025-04-18T06:00:00.000000
Coinbase,Coinbase Pro,neutral,El Coinbase Pro de Coinbase no vale lo que cuesta. 😡,2025-04-18 02:00:00,el coinbase pro de coinbase no vale lo que cuesta,el coinbase pro de coinbase vale lo que cuesta,0.0,2025-04-18T02:00:00.000000,2025-04-18T02:00:00.000000
Binance,Binance App,neutral,"Binance App no sirve para nada, Binance debería hacer recall ya.",2025-04-16 15:00:00,binance app no sirve para nada binance debera hacer recall ya,binance app sirve para nada binance debera hacer recall ya,0.0,2025-04-16T15:00:00.000000,2025-04-16T15:00:00.000000
Apple,iOS 18,neutral,La mejor inversión que he hecho este año es iOS 18 de Apple. 🔥,2025-04-15 18:00:00,la mejor inversin que he hecho este ao es ios 18 de apple,la mejor inversin que hecho este ao es ios de apple,0.0,2025-04-15T18:00:00.000000,2025-04-15T18:00:00.000000
Meta,Threads,neutral,He tenido más problemas que beneficios con el Threads de Meta.,2025-04-17 13:00:00,he tenido ms problemas que beneficios con el threads de meta,tenido ms problemas que beneficio con el threads de meta,0.0,2025-04-17T13:00:00.000000,2025-04-17T13:00:00.000000
Coinbase,Wallet,neutral,El Wallet de Coinbase es... aceptable.,2025-04-18 20:00:00,el wallet de coinbase es aceptable,el wallet de coinbase es aceptable,0.0,2025-04-18T20:00:00.000000,2025-04-18T20:00:00.000000
Meta,Threads,neutral,Malísimo el Threads de Meta. No lo recomiendo. 👎,2025-04-16 15:00:00,malsimo el threads de meta no lo recomiendo,malsimo el thread de meta lo recomiendo,0.0,2025-04-16T15:00:00.000000,2025-04-16T15:00:00.000000
Nike,Nike App,neutral,"Interesante propuesta con Nike App de Nike, veremos cómo evoluciona.",2025-04-15 14:00:00,interesante propuesta con nike app de nike veremos cmo evoluciona,interesante propuesta con nike app de nike veremos cmo evoluciona,0.0,2025-04-15T14:00:00.000000,2025-04-15T14:00:00.000000
Coinbase,NFT platform,neutral,No puedo creer lo bien que funciona el NFT platform de Coinbase. Recomendado. 💯,2025-04-18 02:00:00,no puedo creer lo bien que funciona el nft platform de coinbase recomendado,puedo creer lo bien que funciona el nft platform de coinbase recomendado,0.0,2025-04-18T02:00:00.000000,2025-04-18T02:00:00.000000
Tesla,Model Y,neutral,Nunca pensé que Model Y de Tesla fuera tan bueno. Sorprendido. 👍,2025-04-17 21:00:00,nunca pens que model y de tesla fuera tan bueno sorprendido,nunca pen que model y de tesla fuera tan bueno sorprendido,0.0,2025-04-17T21:00:00.000000,2025-04-17T21:00:00.000000
Binance,Earn Program,negativo,No entiendo el hype con el Earn Program de Binance. Meh.,2025-04-19 16:00:00,no entiendo el hype con el earn program de binance meh,entiendo el hype con el earn program de binance meh,-0.0772,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Meta,Facebook Ads,neutral,No puedo creer lo bien que funciona el Facebook Ads de Meta. Recomendado. 💯,2025-04-19 13:00:00,no puedo creer lo bien que funciona el facebook ads de meta recomendado,puedo creer lo bien que funciona el facebook ads de meta recomendado,0.0,2025-04-19T13:00:00.000000,2025-04-19T13:00:00.000000
Nike,Air Max,neutral,El Air Max de Nike es... aceptable.,2025-04-16 11:00:00,el air max de nike es aceptable,el air max de nike es aceptable,0.0,2025-04-16T11:00:00.000000,2025-04-16T11:00:00.000000
Apple,Apple Watch,neutral,Nunca volveré a comprar un Apple Watch de Apple. Estafa total.,2025-04-17 08:00:00,nunca volver a comprar un apple watch de apple estafa total,nunca volver comprar un apple watch de apple estafa total,0.0,2025-04-17T08:00:00.000000,2025-04-17T08:00:00.000000
Tesla,Powerwall,neutral,La mejor inversión que he hecho este año es Powerwall de Tesla. 🔥,2025-04-19 12:00:00,la mejor inversin que he hecho este ao es powerwall de tesla,la mejor inversin que hecho este ao es powerwall de tesla,0.0,2025-04-19T12:00:00.000000,2025-04-19T12:00:00.000000
Coinbase,Earn,neutral,No tengo quejas ni elogios del Earn de Coinbase.,2025-04-16 09:00:00,no tengo quejas ni elogios del earn de coinbase,tengo quejas ni elogios del earn de coinbase,0.0,2025-04-16T09:00:00.000000,2025-04-16T09:00:00.000000
Binance,Earn Program,neutral,Malísimo el Earn Program de Binance. No lo recomiendo. 👎,2025-04-18 15:00:00,malsimo el earn program de binance no lo recomiendo,malsimo el earn program de binance lo recomiendo,0.0,2025-04-18T15:00:00.000000,2025-04-18T15:00:00.000000
Tesla,Autopilot,neutral,El soporte de Tesla no resolvió nada con mi Autopilot. 🤬,2025-04-15 14:00:00,el soporte de tesla no resolvi nada con mi autopilot,el soporte de tesla resolvi nada con mi autopilot,0.0,2025-04-15T14:00:00.000000,2025-04-15T14:00:00.000000
Nvidia,DLSS 3.5,neutral,Lo de Nvidia con el DLSS 3.5 es otro nivel. 😎,2025-04-18 20:00:00,lo de nvidia con el dlss 35 es otro nivel,lo de nvidia con el dlss es otro nivel,0.0,2025-04-18T20:00:00.000000,2025-04-18T20:00:00.000000
Tesla,Powerwall,positivo,"Powerwall me ha cambiado la vida. Gracias, Tesla. ❤️",2025-04-20 00:00:00,powerwall me ha cambiado la vida gracias tesla,powerwall ha cambiado la vida gracias tesla,0.34,2025-04-20T00:00:00.000000,2025-04-20T00:00:00.000000
Meta,Facebook Ads,neutral,El soporte de Meta no resolvió nada con mi Facebook Ads. 🤬,2025-04-17 09:00:00,el soporte de meta no resolvi nada con mi facebook ads,el soporte de meta resolvi nada con mi facebook ad,0.0,2025-04-17T09:00:00.000000,2025-04-17T09:00:00.000000
Apple,iPhone 15,neutral,Apple lanzó el nuevo iPhone 15. Alguien ya lo probó?,2025-04-15 10:00:00,apple lanz el nuevo iphone 15 alguien ya lo prob,apple lanz el nuevo iphone alguien ya lo prob,0.0,2025-04-15T10:00:00.000000,2025-04-15T10:00:00.000000
Apple,Apple Watch,negativo,"Apple se la rifó con el Apple Watch, está brutal 😍",2025-04-17 00:00:00,apple se la rif con el apple watch est brutal,apple se la rif con el apple watch est brutal,-0.6249,2025-04-17T00:00:00.000000,2025-04-17T00:00:00.000000
Coinbase,NFT platform,negativo,No entiendo el hype con el NFT platform de Coinbase. Meh.,2025-04-15 14:00:00,no entiendo el hype con el nft platform de coinbase meh,entiendo el hype con el nft platform de coinbase meh,-0.0772,2025-04-15T14:00:00.000000,2025-04-15T14:00:00.000000
Tesla,Autopilot,neutral,No tengo quejas ni elogios del Autopilot de Tesla.,2025-04-19 00:00:00,no tengo quejas ni elogios del autopilot de tesla,tengo quejas ni elogios del autopilot de tesla,0.0,2025-04-19T00:00:00.000000,2025-04-19T00:00:00.000000
Binance,Earn Program,negativo,No entiendo el hype con el Earn Program de Binance. Meh.,2025-04-19 02:00:00,no entiendo el hype con el earn program de binance meh,entiendo el hype con el earn program de binance meh,-0.0772,2025-04-19T02:00:00.000000,2025-04-19T02:00:00.000000
Apple,MacBook Air,neutral,"Interesante propuesta con MacBook Air de Apple, veremos cómo evoluciona.",2025-04-19 19:00:00,interesante propuesta con macbook air de apple veremos cmo evoluciona,interesante propuesta con macbook air de apple veremos cmo evoluciona,0.0,2025-04-19T19:00:00.000000,2025-04-19T19:00:00.000000
Nvidia,DLSS 3.5,negativo,No entiendo el hype con el DLSS 3.5 de Nvidia. Meh.,2025-04-15 12:00:00,no entiendo el hype con el dlss 35 de nvidia meh,entiendo el hype con el dlss de nvidia meh,-0.0772,2025-04-15T12:00:00.000000,2025-04-15T12:00:00.000000
Tesla,Powerwall,neutral,Tesla lanzó el nuevo Powerwall. Alguien ya lo probó?,2025-04-18 21:00:00,tesla lanz el nuevo powerwall alguien ya lo prob,tesla lanz el nuevo powerwall alguien ya lo prob,0.0,2025-04-18T21:00:00.000000,2025-04-18T21:00:00.000000
Nike,Nike App,neutral,"Es un Nike App más. No está mal, pero tampoco es la gran cosa.",2025-04-19 23:00:00,es un nike app ms no est mal pero tampoco es la gran cosa,es un nike app ms est mal pero tampoco es la gran cosa,0.0,2025-04-19T23:00:00.000000,2025-04-19T23:00:00.000000
Nike,Nike Run Club,neutral,Nunca volveré a comprar un Nike Run Club de Nike. Estafa total.,2025-04-17 22:00:00,nunca volver a comprar un nike run club de nike estafa total,nunca volver comprar un nike run club de nike estafa total,0.0,2025-04-17T22:00:00.000000,2025-04-17T22:00:00.000000
Apple,Apple Watch,neutral,Vi muchas reseñas del Apple Watch de Apple. Opiniones divididas.,2025-04-16 14:00:00,vi muchas reseas del apple watch de apple opiniones divididas,vi muchas reseas del apple watch de apple opinione dividida,0.0,2025-04-16T14:00:00.000000,2025-04-16T14:00:00.000000
Coinbase,Earn,neutral,No puedo creer lo bien que funciona el Earn de Coinbase. Recomendado. 💯,2025-04-18 10:00:00,no puedo creer lo bien que funciona el earn de coinbase recomendado,puedo creer lo bien que funciona el earn de coinbase recomendado,0.0,2025-04-18T10:00:00.000000,2025-04-18T10:00:00.000000
Meta,Oculus Quest,neutral,La mejor inversión que he hecho este año es Oculus Quest de Meta. 🔥,2025-04-19 02:00:00,la mejor inversin que he hecho este ao es oculus quest de meta,la mejor inversin que hecho este ao es oculus quest de meta,0.0,2025-04-19T02:00:00.000000,2025-04-19T02:00:00.000000
Nike,Nike App,neutral,He tenido más problemas que beneficios con el Nike App de Nike.,2025-04-15 09:00:00,he tenido ms problemas que beneficios con el nike app de nike,tenido ms problemas que beneficio con el nike app de nike,0.0,2025-04-15T09:00:00.000000,2025-04-15T09:00:00.000000
Binance,Earn Program,neutral,El servicio de Binance con Earn Program fue impecable. 10/10 ⭐,2025-04-18 16:00:00,el servicio de binance con earn program fue impecable 1010,el servicio de binance con earn program fue impecable,0.0,2025-04-18T16:00:00.000000,2025-04-18T16:00:00.000000
Tesla,Autopilot,neutral,¡Amo mi nuevo Autopilot de Tesla! 🥳,2025-04-16 00:00:00,amo mi nuevo autopilot de tesla,amo mi nuevo autopilot de tesla,0.0,2025-04-16T00:00:00.000000,2025-04-16T00:00:00.000000
Apple,MacBook Air,neutral,Lo de Apple con el MacBook Air es otro nivel. 😎,2025-04-19 09:00:00,lo de apple con el macbook air es otro nivel,lo de apple con el macbook air es otro nivel,0.0,2025-04-19T09:00:00.000000,2025-04-19T09:00:00.000000
Binance,Launchpad,neutral,No tengo quejas ni elogios del Launchpad de Binance.,2025-04-17 02:00:00,no tengo quejas ni elogios del launchpad de binance,tengo quejas ni elogios del launchpad de binance,0.0,2025-04-17T02:00:00.000000,2025-04-17T02:00:00.000000
Coinbase,Coinbase Pro,neutral,La mejor inversión que he hecho este año es Coinbase Pro de Coinbase. 🔥,2025-04-17 21:00:00,la mejor inversin que he hecho este ao es coinbase pro de coinbase,la mejor inversin que hecho este ao es coinbase pro de coinbase,0.0,2025-04-17T21:00:00.000000,2025-04-17T21:00:00.000000
Nvidia,DLSS 3.5,neutral,El DLSS 3.5 de Nvidia es... aceptable.,2025-04-15 22:00:00,el dlss 35 de nvidia es aceptable,el dlss de nvidia es aceptable,0.0,2025-04-15T22:00:00.000000,2025-04-15T22:00:00.000000
Apple,Apple Watch,neutral,"Apple Watch cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-19 13:00:00,apple watch cumple con lo bsico nada sorprendente pero funciona,apple watch cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-19T13:00:00.000000,2025-04-19T13:00:00.000000
Binance,Smart Chain,positivo,"Smart Chain cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-15 14:00:00,smart chain cumple con lo bsico nada sorprendente pero funciona,smart chain cumple con lo bsico nada sorprendente pero funciona,0.4019,2025-04-15T14:00:00.000000,2025-04-15T14:00:00.000000
Meta,Threads,neutral,¡Amo mi nuevo Threads de Meta! 🥳,2025-04-19 05:00:00,amo mi nuevo threads de meta,amo mi nuevo thread de meta,0.0,2025-04-19T05:00:00.000000,2025-04-19T05:00:00.000000
Apple,iPhone 15,negativo,"Apple se la rifó con el iPhone 15, está brutal 😍",2025-04-16 12:00:00,apple se la rif con el iphone 15 est brutal,apple se la rif con el iphone est brutal,-0.6249,2025-04-16T12:00:00.000000,2025-04-16T12:00:00.000000
Nike,Nike App,neutral,"Nike App no sirve para nada, Nike debería hacer recall ya.",2025-04-20 00:00:00,nike app no sirve para nada nike debera hacer recall ya,nike app sirve para nada nike debera hacer recall ya,0.0,2025-04-20T00:00:00.000000,2025-04-20T00:00:00.000000
Nvidia,GeForce NOW,neutral,"Nvidia, ¿qué les pasó con el GeForce NOW? Está lleno de fallas. 😤",2025-04-19 22:00:00,nvidia qu les pas con el geforce now est lleno de fallas,nvidia qu les pas con el geforce est lleno de fallas,0.0,2025-04-19T22:00:00.000000,2025-04-19T22:00:00.000000
Binance,Earn Program,negativo,"Binance se la rifó con el Earn Program, está brutal 😍",2025-04-17 11:00:00,binance se la rif con el earn program est brutal,binance se la rif con el earn program e brutal,-0.6249,2025-04-17T11:00:00.000000,2025-04-17T11:00:00.000000
Apple,iOS 18,neutral,"iOS 18 cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-18 00:00:00,ios 18 cumple con lo bsico nada sorprendente pero funciona,ios cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-18T00:00:00.000000,2025-04-18T00:00:00.000000
Nvidia,CUDA Toolkit,neutral,La mejor inversión que he hecho este año es CUDA Toolkit de Nvidia. 🔥,2025-04-18 18:00:00,la mejor inversin que he hecho este ao es cuda toolkit de nvidia,la mejor inversin que hecho este ao es cuda toolkit de nvidia,0.0,2025-04-18T18:00:00.000000,2025-04-18T18:00:00.000000
Tesla,Model 3,neutral,El Model 3 de Tesla no vale lo que cuesta. 😡,2025-04-19 17:00:00,el model 3 de tesla no vale lo que cuesta,el model de tesla vale lo que cuesta,0.0,2025-04-19T17:00:00.000000,2025-04-19T17:00:00.000000
Meta,Threads,neutral,No puedo creer lo bien que funciona el Threads de Meta. Recomendado. 💯,2025-04-18 01:00:00,no puedo creer lo bien que funciona el threads de meta recomendado,puedo creer lo bien que funciona el thread de meta recomendado,0.0,2025-04-18T01:00:00.000000,2025-04-18T01:00:00.000000
Apple,iPhone 15,neutral,Lo de Apple con el iPhone 15 es otro nivel. 😎,2025-04-18 21:00:00,lo de apple con el iphone 15 es otro nivel,lo de apple con el iphone es otro nivel,0.0,2025-04-18T21:00:00.000000,2025-04-18T21:00:00.000000
